file name,#,Name,Album,Artist,Popularity,BPM,Parent Genres,Year,Time,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud (Db),Key,itunes Genre,Size,beat interval CV,average beat confidence,timestamps,confidences,wav_path,fade_in_length,fade_out_length,mean_core_confidence,original_LUFS,Total_IBeIs,Stable_Duration,Stable_Percentage,Run_Percentage,Est BPM,Central_Tendency,PDL_Max,SPC_Max,Stable_Segments,Run_Indices,Start_Time,End_Time
(When You Gonna) Give It Up to Me.wav,1,(When You Gonna) Give It Up to Me [Radio Version] [feat. Keyshia Cole],(When You Gonna) Give It Up to Me - Single,"Sean Paul,Keyshia Cole",64,96,"Pop, World/Traditional, Hip Hop, R&B",2005,244,76,7,0,72,20,0,-3,G#/Aâ™­ Major,Reggae,8625649,0.0219629,0.5830023,"[0.25, 0.83, 1.35, 1.94, 2.49, 3.04, 3.6, 4.27, 4.9, 5.53, 6.17, 6.79, 7.42, 8.04, 8.65, 9.29, 9.9, 10.53, 11.15, 11.78, 12.41, 13.04, 13.65, 14.28, 14.9, 15.53, 16.15, 16.78, 17.41, 18.03, 18.65, 19.29, 19.9, 20.53, 21.15, 21.78, 22.4, 23.04, 23.65, 24.28, 24.9, 25.53, 26.15, 26.78, 27.4, 28.03, 28.65, 29.29, 29.9, 30.54, 31.15, 31.78, 32.41, 33.04, 33.65, 34.29, 34.9, 35.53, 36.15, 36.78, 37.4, 38.03, 38.65, 39.28, 39.9, 40.53, 41.15, 41.78, 42.4, 43.03, 43.66, 44.28, 44.9, 45.53, 46.15, 46.78, 47.4, 48.03, 48.65, 49.27, 49.91, 50.53, 51.15, 51.78, 52.41, 53.03, 53.65, 54.28, 54.9, 55.53, 56.15, 56.78, 57.41, 58.03, 58.66, 59.29, 59.9, 60.53, 61.15, 61.78, 62.4, 63.04, 63.66, 64.29, 64.9, 65.53, 66.15, 66.78, 67.41, 68.04, 68.68, 69.31, 69.9, 70.54, 71.15, 71.79, 72.4, 73.04, 73.65, 74.28, 74.9, 75.54, 76.15, 76.79, 77.41, 78.04, 78.65, 79.29, 79.9, 80.53, 81.15, 81.78, 82.4, 83.03, 83.65, 84.28, 84.9, 85.53, 86.15, 86.78, 87.44, 88.07, 88.69, 89.31, 89.9, 90.53, 91.15, 91.78, 92.4, 93.03, 93.65, 94.28, 94.9, 95.53, 96.15, 96.79, 97.4, 98.03, 98.65, 99.28, 99.9, 100.53, 101.15, 101.78, 102.4, 103.03, 103.65, 104.26, 104.9, 105.53, 106.15, 106.79, 107.4, 108.04, 108.65, 109.28, 109.9, 110.53, 111.15, 111.78, 112.41, 113.03, 113.65, 114.28, 114.9, 115.53, 116.15, 116.78, 117.41, 118.03, 118.66, 119.29, 119.9, 120.53, 121.15, 121.78, 122.41, 123.04, 123.65, 124.29, 124.9, 125.53, 126.15, 126.78, 127.41, 128.04, 128.65, 129.29, 129.9, 130.53, 131.15, 131.79, 132.4, 133.03, 133.65, 134.28, 134.9, 135.54, 136.15, 136.79, 137.4, 138.03, 138.65, 139.28, 139.9, 140.53, 141.16, 141.78, 142.41, 143.04, 143.66, 144.28, 144.9, 145.54, 146.15, 146.79, 147.41, 148.04, 148.65, 149.29, 149.9, 150.53, 151.15, 151.78, 152.4, 153.03, 153.65, 154.28, 154.9, 155.53, 156.15, 156.78, 157.4, 158.03, 158.66, 159.3, 159.9, 160.53, 161.15, 161.78, 162.41, 163.04, 163.65, 164.28, 164.9, 165.53, 166.15, 166.78, 167.41, 168.03, 168.66, 169.29, 169.9, 170.53, 171.15, 171.78, 172.4, 173.04, 173.65, 174.29, 174.9, 175.53, 176.15, 176.78, 177.4, 178.03, 178.65, 179.28, 179.9, 180.53, 181.15, 181.76, 182.4, 183.05, 183.65, 184.28, 184.9, 185.55, 186.15, 186.79, 187.4, 188.04, 188.67, 189.29, 189.9, 190.53, 191.15, 191.78, 192.41, 193.04, 193.65, 194.28, 194.9, 195.53, 196.15, 196.78, 197.41, 198.03, 198.65, 199.27, 199.9, 200.53, 201.15, 201.78, 202.4, 203.03, 203.65, 204.28, 204.9, 205.53, 206.15, 206.78, 207.4, 208.03, 208.65, 209.28, 209.9, 210.53, 211.15, 211.79, 212.4, 213.03, 213.65, 214.28, 214.9, 215.53, 216.16, 216.78, 217.4, 218.03, 218.65, 219.27, 219.9, 220.53, 221.15, 221.78, 222.4, 223.03, 223.65, 224.28, 224.9, 225.53, 226.15, 226.78, 227.4, 228.03, 228.65, 229.28, 229.91, 230.53, 231.15, 231.78, 232.4, 233.03, 233.65, 234.28, 234.9, 235.53, 236.15, 236.78, 237.4, 238.03, 238.66, 239.28, 239.89, 240.52, 241.14, 241.77, 242.39, 242.98, 243.6]","[0.019751567393541336, 0.2937732934951782, 0.17517320811748505, 0.232649028301239, 0.4103981852531433, 0.38860899209976196, 0.36987632513046265, 0.03951556980609894, 0.520232617855072, 0.189043790102005, 0.041391853243112564, 0.1695064753293991, 0.058262892067432404, 0.20866481959819794, 0.5915517807006836, 0.2779022455215454, 0.5359723567962646, 0.630798876285553, 0.6770296692848206, 0.33930686116218567, 0.6109832525253296, 0.5486868619918823, 0.7299087643623352, 0.45467036962509155, 0.6986575126647949, 0.5783602595329285, 0.23198050260543823, 0.4779365062713623, 0.5591524839401245, 0.5400983095169067, 0.17241345345973969, 0.49717700481414795, 0.2298543006181717, 0.604258120059967, 0.658159077167511, 0.5369927287101746, 0.637030839920044, 0.5549504160881042, 0.6916685700416565, 0.6046751141548157, 0.682684063911438, 0.5703710317611694, 0.6511761546134949, 0.4688415825366974, 0.5935085415840149, 0.5168489813804626, 0.7110886573791504, 0.1756858229637146, 0.6694990992546082, 0.3055148422718048, 0.6798071265220642, 0.37737447023391724, 0.5924142599105835, 0.4981728196144104, 0.6866828799247742, 0.4812225103378296, 0.6849619150161743, 0.5127187967300415, 0.7181972861289978, 0.4809626042842865, 0.5718023777008057, 0.48837801814079285, 0.6540663838386536, 0.5807040929794312, 0.6728775501251221, 0.5265494585037231, 0.7482277154922485, 0.610899031162262, 0.7289295196533203, 0.5682113170623779, 0.6455247402191162, 0.643821120262146, 0.7595189809799194, 0.45798033475875854, 0.7313956618309021, 0.4662412106990814, 0.7029898166656494, 0.4401772916316986, 0.6207016110420227, 0.285297155380249, 0.6211111545562744, 0.6699581742286682, 0.6801944971084595, 0.4866012632846832, 0.6351546049118042, 0.6349782943725586, 0.7515401840209961, 0.505437433719635, 0.7426329255104065, 0.639626681804657, 0.6997902989387512, 0.590813398361206, 0.6417465209960938, 0.6098650693893433, 0.6702634692192078, 0.5393036007881165, 0.6398824453353882, 0.614631712436676, 0.6354389190673828, 0.5513290762901306, 0.6071246862411499, 0.577861487865448, 0.6414327025413513, 0.5791276693344116, 0.6602972745895386, 0.6319738626480103, 0.719165563583374, 0.6156149506568909, 0.6645835041999817, 0.5666745901107788, 0.48660147190093994, 0.23221001029014587, 0.6348984241485596, 0.5811679363250732, 0.6185023784637451, 0.5626880526542664, 0.6577804088592529, 0.5394247770309448, 0.6890914440155029, 0.535163938999176, 0.7039777636528015, 0.4610499441623688, 0.6244422793388367, 0.5210977792739868, 0.682524561882019, 0.4411804974079132, 0.688978374004364, 0.5565282106399536, 0.7326329946517944, 0.5788277387619019, 0.777406632900238, 0.6636679172515869, 0.7549808621406555, 0.3537796437740326, 0.7235458493232727, 0.615900456905365, 0.7734498977661133, 0.6089295148849487, 0.7305780053138733, 0.5122617483139038, 0.3928329646587372, 0.3071742653846741, 0.4081636071205139, 0.514351487159729, 0.7024747729301453, 0.72481769323349, 0.7564669847488403, 0.7258009314537048, 0.792736828327179, 0.4766097664833069, 0.7926187515258789, 0.7407177686691284, 0.8019469380378723, 0.7445133328437805, 0.8021311163902283, 0.697025716304779, 0.7116187214851379, 0.7093899846076965, 0.7802130579948425, 0.6891718506813049, 0.769140362739563, 0.7398340106010437, 0.804410994052887, 0.6885129809379578, 0.7618170380592346, 0.744976282119751, 0.8189473748207092, 0.5900620222091675, 0.7815002202987671, 0.7024669647216797, 0.8086640238761902, 0.6836884021759033, 0.7844336628913879, 0.5842369198799133, 0.6675947308540344, 0.5029038190841675, 0.7667861580848694, 0.7148017287254333, 0.7135829329490662, 0.5465322136878967, 0.6294965147972107, 0.6905275583267212, 0.7663593292236328, 0.5237137079238892, 0.7538211345672607, 0.6748061180114746, 0.7391600608825684, 0.6893743872642517, 0.6545271873474121, 0.69060218334198, 0.6993451714515686, 0.5536403059959412, 0.6137670874595642, 0.6535857319831848, 0.6545424461364746, 0.6263163089752197, 0.5988207459449768, 0.6072230935096741, 0.7226738929748535, 0.5413029789924622, 0.6354349255561829, 0.575596809387207, 0.6275634765625, 0.5624610185623169, 0.5993781685829163, 0.5188212990760803, 0.6601595282554626, 0.18055258691310883, 0.6634018421173096, 0.5029798150062561, 0.6910146474838257, 0.7621203064918518, 0.786838948726654, 0.5684080719947815, 0.7510518431663513, 0.7737038135528564, 0.7951207756996155, 0.6622252464294434, 0.7142366766929626, 0.6559323668479919, 0.7363278269767761, 0.4343416094779968, 0.727876603603363, 0.6875869631767273, 0.6837074756622314, 0.5152826309204102, 0.6628188490867615, 0.4788329601287842, 0.6163145899772644, 0.4854278862476349, 0.6157745122909546, 0.6222420334815979, 0.7704883217811584, 0.4812738299369812, 0.659972071647644, 0.576636552810669, 0.6509464979171753, 0.41010212898254395, 0.6826622486114502, 0.5374760031700134, 0.7272521257400513, 0.5608195066452026, 0.6926990747451782, 0.6019956469535828, 0.6691131591796875, 0.6034871339797974, 0.7238085865974426, 0.6827582120895386, 0.7055080533027649, 0.7097165584564209, 0.6456673741340637, 0.6864574551582336, 0.5874737501144409, 0.681571364402771, 0.6134375929832458, 0.2859785556793213, 0.6424091458320618, 0.7075798511505127, 0.7217117547988892, 0.49390777945518494, 0.7154132127761841, 0.638475239276886, 0.7807287573814392, 0.5286436080932617, 0.7422868013381958, 0.6611537337303162, 0.6603164076805115, 0.6488981246948242, 0.679766058921814, 0.6591776609420776, 0.687202513217926, 0.5854270458221436, 0.7001495361328125, 0.5546631813049316, 0.6546943783760071, 0.5775493383407593, 0.623921275138855, 0.6419846415519714, 0.7043758630752563, 0.5755670070648193, 0.6666726469993591, 0.5960578322410583, 0.6703737378120422, 0.5432164072990417, 0.5940319895744324, 0.5477325916290283, 0.7023215293884277, 0.2104870080947876, 0.6412556171417236, 0.3473025858402252, 0.6693987846374512, 0.2671603262424469, 0.6739701628684998, 0.4004320502281189, 0.6839106678962708, 0.2851238548755646, 0.5942509174346924, 0.20621348917484283, 0.5992066860198975, 0.43548309803009033, 0.5940250754356384, 0.21375051140785217, 0.5460213422775269, 0.21991631388664246, 0.5955379605293274, 0.5116934180259705, 0.6066343188285828, 0.46508413553237915, 0.5974168181419373, 0.5830506086349487, 0.718713104724884, 0.5953301787376404, 0.7255845665931702, 0.6512819528579712, 0.7293505668640137, 0.6593603491783142, 0.6779544353485107, 0.6489178538322449, 0.7739984393119812, 0.24451714754104614, 0.7129245400428772, 0.6706671118736267, 0.7579030394554138, 0.6414294838905334, 0.7151994705200195, 0.6344771981239319, 0.7364020347595215, 0.6524170637130737, 0.7433717250823975, 0.6298700571060181, 0.7346522212028503, 0.5561692118644714, 0.7055556178092957, 0.5146861672401428, 0.7118277549743652, 0.6558855772018433, 0.730450451374054, 0.526628851890564, 0.6790685057640076, 0.41353464126586914, 0.6640583872795105, 0.5604826807975769, 0.6288816332817078, 0.6887184977531433, 0.6898345947265625, 0.6585028171539307, 0.6751853227615356, 0.6354833841323853, 0.48318102955818176, 0.47232529520988464, 0.6826631426811218, 0.4212712049484253, 0.6267231106758118, 0.5557060241699219, 0.6728314161300659, 0.6125245094299316, 0.6716494560241699, 0.5645976066589355, 0.6651831269264221, 0.5793150067329407, 0.6739908456802368, 0.5840117931365967, 0.6703997850418091, 0.5934216380119324, 0.6463357210159302, 0.5716152787208557, 0.6813806295394897, 0.5958269834518433, 0.5714854001998901, 0.47516173124313354, 0.6077137589454651, 0.5818595290184021, 0.6365509629249573, 0.4577299654483795, 0.5855675339698792, 0.4167114496231079, 0.5510887503623962, 0.4038158059120178, 0.5205040574073792, 0.3607480227947235, 0.6012969017028809, 0.26924461126327515, 0.4006352126598358, 0.2870486080646515, 0.23769915103912354, 0.09184765815734863, 0.10049541294574738, 0.09849724173545837, 0.019288234412670135, 0.0028189518488943577, 0.0015561897307634354]",converted_wavs\01 (When You Gonna) Give It Up to Me.wav,8,10,0.601917008,-6.81,390,236.87,97.33716869,94.87179487,95.23809524,0.63,17.46031746,19.64285714,1,370,4.9,241.77
2 Be Loved (Am I Ready).wav,2,2 Be Loved (Am I Ready),Special,Lizzo,64,156,"Pop, Hip Hop, R&B",2022,187,77,9,0,92,10,0,-4,G Major,Pop,6751193,0.016708891,0.6906753,"[0.31, 0.7, 1.08, 1.47, 1.85, 2.23, 2.6, 2.97, 3.36, 3.75, 4.16, 4.55, 4.93, 5.32, 5.7, 6.07, 6.46, 6.85, 7.23, 7.59, 7.99, 8.37, 8.75, 9.12, 9.51, 9.92, 10.29, 10.69, 11.08, 11.45, 11.83, 12.22, 12.6, 12.98, 13.36, 13.75, 14.14, 14.52, 14.91, 15.29, 15.68, 16.06, 16.44, 16.82, 17.21, 17.59, 17.98, 18.36, 18.75, 19.13, 19.52, 19.9, 20.29, 20.67, 21.06, 21.44, 21.83, 22.21, 22.6, 22.98, 23.36, 23.75, 24.13, 24.52, 24.91, 25.29, 25.67, 26.05, 26.44, 26.83, 27.21, 27.59, 27.98, 28.36, 28.75, 29.13, 29.52, 29.9, 30.29, 30.67, 31.06, 31.44, 31.82, 32.21, 32.6, 32.98, 33.37, 33.75, 34.14, 34.52, 34.9, 35.29, 35.69, 36.08, 36.45, 36.83, 37.21, 37.6, 37.98, 38.36, 38.75, 39.13, 39.52, 39.9, 40.29, 40.67, 41.06, 41.44, 41.82, 42.21, 42.6, 42.98, 43.37, 43.75, 44.14, 44.52, 44.9, 45.29, 45.67, 46.06, 46.44, 46.83, 47.21, 47.59, 47.98, 48.36, 48.75, 49.13, 49.52, 49.9, 50.29, 50.67, 51.06, 51.44, 51.83, 52.21, 52.6, 52.98, 53.37, 53.75, 54.13, 54.52, 54.9, 55.29, 55.68, 56.06, 56.44, 56.82, 57.21, 57.59, 57.98, 58.37, 58.75, 59.13, 59.52, 59.9, 60.29, 60.67, 61.06, 61.44, 61.83, 62.22, 62.59, 62.98, 63.38, 63.76, 64.13, 64.52, 64.9, 65.29, 65.67, 66.06, 66.44, 66.83, 67.21, 67.59, 67.98, 68.36, 68.75, 69.13, 69.52, 69.9, 70.29, 70.67, 71.06, 71.44, 71.83, 72.21, 72.6, 72.98, 73.37, 73.75, 74.14, 74.52, 74.9, 75.28, 75.67, 76.05, 76.44, 76.82, 77.21, 77.59, 77.98, 78.36, 78.75, 79.13, 79.52, 79.9, 80.29, 80.67, 81.06, 81.44, 81.83, 82.21, 82.6, 82.98, 83.36, 83.75, 84.13, 84.5, 84.9, 85.27, 85.67, 86.06, 86.45, 86.83, 87.21, 87.59, 87.98, 88.36, 88.75, 89.14, 89.52, 89.91, 90.29, 90.67, 91.06, 91.44, 91.83, 92.21, 92.6, 92.98, 93.37, 93.75, 94.13, 94.52, 94.91, 95.29, 95.68, 96.06, 96.44, 96.82, 97.21, 97.59, 97.98, 98.36, 98.75, 99.13, 99.52, 99.9, 100.29, 100.67, 101.06, 101.44, 101.83, 102.21, 102.6, 102.98, 103.36, 103.75, 104.13, 104.52, 104.91, 105.29, 105.68, 106.06, 106.44, 106.83, 107.21, 107.6, 107.98, 108.36, 108.75, 109.13, 109.52, 109.9, 110.29, 110.67, 111.06, 111.44, 111.83, 112.21, 112.6, 112.98, 113.37, 113.75, 114.14, 114.52, 114.9, 115.29, 115.67, 116.06, 116.44, 116.83, 117.22, 117.6, 117.98, 118.36, 118.75, 119.13, 119.52, 119.91, 120.29, 120.67, 121.06, 121.44, 121.83, 122.21, 122.6, 122.98, 123.37, 123.76, 124.16, 124.53, 124.92, 125.31, 125.69, 126.07, 126.46, 126.83, 127.21, 127.6, 128.0, 128.38, 128.76, 129.15, 129.53, 129.91, 130.3, 130.68, 131.06, 131.44, 131.83, 132.21, 132.61, 132.99, 133.36, 133.73, 134.13, 134.52, 134.91, 135.29, 135.68, 136.06, 136.44, 136.82, 137.21, 137.6, 137.98, 138.37, 138.75, 139.13, 139.52, 139.9, 140.29, 140.67, 141.06, 141.44, 141.83, 142.21, 142.6, 142.98, 143.37, 143.75, 144.14, 144.52, 144.91, 145.29, 145.67, 146.06, 146.44, 146.83, 147.21, 147.6, 147.99, 148.36, 148.75, 149.13, 149.52, 149.9, 150.29, 150.67, 151.06, 151.44, 151.83, 152.21, 152.6, 152.98, 153.37, 153.75, 154.14, 154.52, 154.9, 155.29, 155.67, 156.06, 156.45, 156.83, 157.22, 157.6, 157.98, 158.36, 158.75, 159.13, 159.52, 159.9, 160.29, 160.68, 161.06, 161.44, 161.83, 162.21, 162.6, 162.98, 163.37, 163.75, 164.13, 164.52, 164.9, 165.29, 165.67, 166.06, 166.44, 166.83, 167.21, 167.59, 167.98, 168.36, 168.75, 169.13, 169.52, 169.9, 170.29, 170.67, 171.06, 171.44, 171.83, 172.21, 172.6, 172.98, 173.37, 173.75, 174.14, 174.52, 174.91, 175.29, 175.68, 176.06, 176.44, 176.83, 177.21, 177.6, 177.98, 178.36, 178.75, 179.13, 179.52, 179.9, 180.29, 180.67, 181.06, 181.44, 181.83, 182.21, 182.6, 182.98, 183.37, 183.75, 184.14, 184.52, 184.89, 185.27, 185.67, 186.03, 186.41, 186.79]","[0.05258885771036148, 0.2191283404827118, 0.370172917842865, 0.02918548323214054, 0.298843115568161, 0.037391018122434616, 0.08236174285411835, 0.08422607183456421, 0.10021840035915375, 0.322767436504364, 0.3890641927719116, 0.10681028664112091, 0.4319057762622833, 0.12488998472690582, 0.15535759925842285, 0.294563353061676, 0.14856815338134766, 0.2961273789405823, 0.3500440716743469, 0.07049807906150818, 0.3825444281101227, 0.060821838676929474, 0.12001056969165802, 0.14939144253730774, 0.13007833063602448, 0.26124081015586853, 0.40724384784698486, 0.24513044953346252, 0.5164568424224854, 0.21475760638713837, 0.49707064032554626, 0.48907655477523804, 0.7070839405059814, 0.7568091154098511, 0.6684513092041016, 0.7310706377029419, 0.661862850189209, 0.7153743505477905, 0.7494899034500122, 0.8469651341438293, 0.709822952747345, 0.550022542476654, 0.7024928331375122, 0.7174534201622009, 0.8184559941291809, 0.6952440738677979, 0.8342965841293335, 0.8050636053085327, 0.8185349106788635, 0.7800881266593933, 0.7609363198280334, 0.3783072531223297, 0.7915090918540955, 0.8035434484481812, 0.7270960807800293, 0.8185670971870422, 0.7232802510261536, 0.8238800168037415, 0.6870325207710266, 0.7406666278839111, 0.720154881477356, 0.7975993156433105, 0.7150815725326538, 0.8252738118171692, 0.7735671401023865, 0.7617039680480957, 0.755779504776001, 0.8010290861129761, 0.8324108719825745, 0.762363076210022, 0.7593376040458679, 0.8438563942909241, 0.7941116690635681, 0.7788823843002319, 0.7590678334236145, 0.7945184707641602, 0.7774773836135864, 0.7695717215538025, 0.849153459072113, 0.8913536667823792, 0.8522659540176392, 0.829552173614502, 0.7482940554618835, 0.7814299464225769, 0.7418897747993469, 0.329066663980484, 0.6044788360595703, 0.8455044627189636, 0.6788854598999023, 0.7782784700393677, 0.6876721382141113, 0.6112629771232605, 0.08187070488929749, 0.41307908296585083, 0.36975520849227905, 0.6956292986869812, 0.6945767998695374, 0.7663283944129944, 0.3589481711387634, 0.7962113618850708, 0.7692607641220093, 0.8468070030212402, 0.8592443466186523, 0.7369701862335205, 0.742972195148468, 0.7784261703491211, 0.6478883028030396, 0.7460082769393921, 0.6518321633338928, 0.8183169960975647, 0.748900830745697, 0.803195059299469, 0.7988006472587585, 0.8500970602035522, 0.6236476898193359, 0.739037036895752, 0.8049811720848083, 0.8428083062171936, 0.7546052932739258, 0.7796117663383484, 0.7048289179801941, 0.7719000577926636, 0.8391817212104797, 0.7985143661499023, 0.8253782391548157, 0.8439214825630188, 0.8672698140144348, 0.7542983293533325, 0.7740772366523743, 0.8005640506744385, 0.7416530847549438, 0.8005894422531128, 0.6514669060707092, 0.8731628060340881, 0.7794607281684875, 0.8348919153213501, 0.7899461984634399, 0.803404688835144, 0.7007554173469543, 0.833824872970581, 0.7067035436630249, 0.833591639995575, 0.7915106415748596, 0.7910462617874146, 0.7479385733604431, 0.8512994647026062, 0.6690065860748291, 0.7700490951538086, 0.8139621615409851, 0.7837908864021301, 0.8050190210342407, 0.756934642791748, 0.7040271759033203, 0.8128196001052856, 0.8066188097000122, 0.8414970636367798, 0.8191982507705688, 0.8635078072547913, 0.8555924892425537, 0.847622275352478, 0.5168615579605103, 0.5621424317359924, 0.7894580364227295, 0.5652298927307129, 0.5556023120880127, 0.6877763271331787, 0.5224411487579346, 0.8295720219612122, 0.5789838433265686, 0.8230611085891724, 0.620879590511322, 0.695720374584198, 0.6209776997566223, 0.7223564386367798, 0.2861264944076538, 0.8012745976448059, 0.6924794316291809, 0.8175768256187439, 0.6598265171051025, 0.7596877217292786, 0.6443942189216614, 0.7603691816329956, 0.7004398703575134, 0.7976204752922058, 0.7050930857658386, 0.8643275499343872, 0.5766142010688782, 0.37048691511154175, 0.47902363538742065, 0.8664644360542297, 0.6641339659690857, 0.8893018960952759, 0.7071828842163086, 0.8916110992431641, 0.7057648301124573, 0.7154257297515869, 0.6465932726860046, 0.8140026926994324, 0.792293906211853, 0.29447972774505615, 0.34005317091941833, 0.8769120573997498, 0.6479206085205078, 0.752996563911438, 0.6973035931587219, 0.8765423893928528, 0.7796149849891663, 0.8573904037475586, 0.8508238792419434, 0.8553575277328491, 0.7818313241004944, 0.8344615697860718, 0.731610119342804, 0.8650137782096863, 0.6828136444091797, 0.7531238794326782, 0.5038337707519531, 0.1435719132423401, 0.4061639606952667, 0.34182247519493103, 0.1719481348991394, 0.3639257848262787, 0.7027026414871216, 0.6795520782470703, 0.5946157574653625, 0.8015364408493042, 0.6852224469184875, 0.7557605504989624, 0.7418084740638733, 0.8097901344299316, 0.8386436700820923, 0.730419397354126, 0.6415117383003235, 0.7571083307266235, 0.6666345000267029, 0.7577487230300903, 0.687470018863678, 0.8197101354598999, 0.8009308576583862, 0.8226706385612488, 0.8146181702613831, 0.8767681121826172, 0.6709116101264954, 0.7671104073524475, 0.7565354108810425, 0.8686553239822388, 0.7604811191558838, 0.8220925331115723, 0.720653235912323, 0.8291622400283813, 0.8303688764572144, 0.8139870166778564, 0.8307913541793823, 0.8402164578437805, 0.8653324246406555, 0.7804823517799377, 0.7796868085861206, 0.7672510743141174, 0.7475688457489014, 0.8296114802360535, 0.7222732305526733, 0.8749943971633911, 0.8012821674346924, 0.8254833221435547, 0.7908137440681458, 0.8066987991333008, 0.7039810419082642, 0.8577115535736084, 0.6309058666229248, 0.8550236821174622, 0.732262909412384, 0.8091973066329956, 0.7582902312278748, 0.8710267543792725, 0.6417236328125, 0.7243531942367554, 0.8053739070892334, 0.7951878309249878, 0.7856444120407104, 0.767814040184021, 0.7271742820739746, 0.8260785341262817, 0.8196132183074951, 0.8556910753250122, 0.8080745339393616, 0.8752150535583496, 0.8467187881469727, 0.8543657064437866, 0.762080729007721, 0.7947181463241577, 0.7955525517463684, 0.8309486508369446, 0.7980043888092041, 0.8769959211349487, 0.7779344916343689, 0.8609475493431091, 0.6691487431526184, 0.8732115626335144, 0.7762072086334229, 0.7841200828552246, 0.780236005783081, 0.8107661604881287, 0.8821427226066589, 0.8234014511108398, 0.7269737720489502, 0.8042672872543335, 0.8262366652488708, 0.7945997714996338, 0.8530124425888062, 0.8602896928787231, 0.8476302623748779, 0.7144046425819397, 0.8228459358215332, 0.7728208303451538, 0.7412596940994263, 0.8348009586334229, 0.7794121503829956, 0.8516236543655396, 0.818328857421875, 0.84089595079422, 0.39819759130477905, 0.6488807797431946, 0.5989855527877808, 0.5414152145385742, 0.6494593620300293, 0.5780300498008728, 0.6452222466468811, 0.5750429630279541, 0.27370530366897583, 0.5930317044258118, 0.4697168171405792, 0.6991034746170044, 0.4420693814754486, 0.6375972628593445, 0.6492925882339478, 0.6756577491760254, 0.5488861203193665, 0.7570514678955078, 0.7154515385627747, 0.6343817114830017, 0.714849591255188, 0.6054195165634155, 0.6934751272201538, 0.24546130001544952, 0.6382257342338562, 0.521802544593811, 0.6599915623664856, 0.3538452088832855, 0.5531925559043884, 0.6575766801834106, 0.4385140538215637, 0.8254703283309937, 0.7018205523490906, 0.8194815516471863, 0.6979067921638489, 0.7409672737121582, 0.764634907245636, 0.7962197065353394, 0.3085780441761017, 0.755568265914917, 0.7143063545227051, 0.7898117303848267, 0.7234750986099243, 0.7900201678276062, 0.7622374892234802, 0.20403248071670532, 0.8608600497245789, 0.8301479816436768, 0.7941866517066956, 0.8710414171218872, 0.6433920860290527, 0.32523930072784424, 0.7498162984848022, 0.8839576244354248, 0.6089556813240051, 0.8160173892974854, 0.7624573707580566, 0.899826169013977, 0.3086799383163452, 0.8022904992103577, 0.7409894466400146, 0.8581116199493408, 0.8510594367980957, 0.7676335573196411, 0.6579793095588684, 0.8083164691925049, 0.7516086101531982, 0.8312150239944458, 0.7373751401901245, 0.8385877013206482, 0.8674449920654297, 0.23882681131362915, 0.784697413444519, 0.8602310419082642, 0.7411388158798218, 0.8638975024223328, 0.6547682881355286, 0.257856547832489, 0.8222318291664124, 0.8581263422966003, 0.5150151252746582, 0.8695200085639954, 0.6297643780708313, 0.7968950271606445, 0.32861870527267456, 0.8403601050376892, 0.7125121355056763, 0.7609527111053467, 0.7074410915374756, 0.8182247877120972, 0.37039342522621155, 0.8379855155944824, 0.8042516112327576, 0.8046004176139832, 0.8541741371154785, 0.8144976496696472, 0.7170037031173706, 0.7423591613769531, 0.7267195582389832, 0.8196143507957458, 0.8035320043563843, 0.8553909063339233, 0.8289734721183777, 0.3397917151451111, 0.699853241443634, 0.8698797225952148, 0.7092832326889038, 0.8190567493438721, 0.7281864881515503, 0.824553906917572, 0.8135136961936951, 0.7600381970405579, 0.6788951754570007, 0.8050480484962463, 0.7755931615829468, 0.8277127146720886, 0.8484492301940918, 0.8294357657432556, 0.8093083500862122, 0.7525933384895325, 0.7838538885116577, 0.8579671382904053, 0.8248501420021057, 0.8436254262924194, 0.8485331535339355, 0.8514524102210999, 0.8673882484436035, 0.8237588405609131, 0.7506029605865479, 0.7573734521865845, 0.7056103348731995, 0.8075046539306641, 0.7256848812103271, 0.827184796333313, 0.7762382626533508, 0.7613927721977234, 0.6535197496414185, 0.8126678466796875, 0.7244117259979248, 0.7397303581237793, 0.7472933530807495, 0.7642010450363159, 0.8509663343429565, 0.7805120944976807, 0.7282630205154419, 0.825782299041748, 0.7739465832710266, 0.8103464841842651, 0.8264855146408081, 0.8111717700958252, 0.7887784242630005, 0.6860312223434448, 0.7391676306724548, 0.8061026334762573, 0.7599453926086426, 0.7308299541473389, 0.6736781597137451, 0.7075002789497375, 0.5748639106750488, 0.4817710816860199, 0.12984220683574677, 0.061224810779094696, 0.08440974354743958, 0.027428334578871727, 0.015438440255820751, 0.0048243035562336445]",converted_wavs\04 2 Be Loved (Am I Ready).wav,28,7,0.729805141,-7.44,485,185.71,99.58708709,92.57731959,157.8947368,0.38,7.894736842,11.11111111,1,449,0.7,186.41
